,index,y
895,2011-06-17,876954.493513537
896,2011-06-18,876954.493513537
897,2011-06-19,876954.493513537
898,2011-06-20,876954.493513537
899,2011-06-21,876954.493513537
900,2011-06-22,876954.493513537
901,2011-06-23,876954.493513537
902,2011-06-24,876954.493513537
903,2011-06-25,1379192.28822808
904,2011-06-26,1379192.28822808
905,2011-06-27,1379192.28822808
906,2011-06-28,1379192.28822808
907,2011-06-29,1379192.28822808
908,2011-06-30,1379192.28822808
909,2011-07-01,1379192.28822808
910,2011-07-02,1379192.28822808
911,2011-07-03,1379192.28822808
912,2011-07-04,1379192.28822808
913,2011-07-05,1379192.28822808
914,2011-07-06,1379192.28822808
